Fiyat,Oda Sayısı,Metrekare,Bina Yaşı,Kat Durumu,Bina Konumu
"1.700.000
TL",3 + 1,135 m²,20 Yaşında,2. Kat,Ankara / Çubuk / Atatürk Mah.
"1.700.000
TL",2 + 1,100 m²,31 Yaşında,1. Kat,Ankara / Mamak / Abidinpaşa Mah.
"1.700.000
TL",2 + 1,110 m²,10 Yaşında,Kot 1,Ankara / Mamak / Durali Alıç Mah.
"1.700.000
TL",3 + 1,135 m²,25 Yaşında,4. Kat,Ankara / Polatlı / Zafer Mah.
"1.700.000
TL",3 + 1,125 m²,11 Yaşında,1. Kat,Ankara / Polatlı / Zafer Mah.
"1.700.000
TL",1 + 1,55 m²,Sıfır Bina,14. Kat,Ankara / Akyurt / Balıkhisar Mah.
"1.700.000
TL",1 + 1,75 m²,Sıfır Bina,10. Kat,Ankara / Akyurt / Saracalar Mah.
"1.700.000
TL",1 + 1,75 m²,1 Yaşında,10. Kat,Ankara / Akyurt / Saracalar Mah.
"1.700.000
TL",1 + 1,55 m²,30 Yaşında,Giriş Katı,Ankara / Keçiören / Aşağı Eğlence Mah.
"1.710.000
TL",3 + 1,140 m²,7 Yaşında,Bahçe Katı,Ankara / Polatlı / Şentepe Mah.
"1.710.000
TL",2 + 1,100 m²,24 Yaşında,3. Kat,Ankara / Sincan / Tandoğan Mah.
"1.715.000
TL",2 + 1,85 m²,15 Yaşında,Giriş Katı,Ankara / Mamak / General Zeki Doğan Mah.
"1.715.000
TL",3 + 1,120 m²,23 Yaşında,Kot 1,Ankara / Keçiören / Osmangazi Mah.
"1.715.000
TL",3 + 1,120 m²,26 Yaşında,Kot 1,Ankara / Keçiören / Pınarbaşı Mah.
"1.715.000
TL",3 + 1,120 m²,20 Yaşında,2. Kat,Ankara / Sincan / Akşemsettin Mah.
"1.715.000
TL",2 + 1,100 m²,15 Yaşında,Kot 3,Ankara / Mamak / Kartaltepe Mah.
"1.715.000
TL",2 + 1,90 m²,16 Yaşında,Yüksek Giriş,Ankara / Pursaklar / Yunus Emre Mah.
"1.715.000
TL",1 + 1,55 m²,Sıfır Bina,9. Kat,Ankara / Akyurt / Saracalar Mah.
"1.715.000
TL",2 + 1,90 m²,20 Yaşında,Yüksek Giriş,Ankara / Pursaklar / Yunus Emre Mah.
"1.719.000
TL",3 + 1,120 m²,21 Yaşında,2. Kat,Ankara / Sincan / Akşemsettin Mah.
"1.719.000
TL",2 + 1,115 m²,11 Yaşında,Giriş Katı,Ankara / Keçiören / 19 Mayıs Mah.
"1.719.000
TL",2 + 1,90 m²,16 Yaşında,Bahçe Katı,Ankara / Mamak / Kartaltepe Mah.
"1.720.000
TL",2 + 1,80 m²,38 Yaşında,1. Kat,Ankara / Altındağ / Aydınlıkevler Mah.
"1.720.000
TL",3 + 1,140 m²,15 Yaşında,Bahçe Katı,Ankara / Polatlı / Şehitlik Mah.
"1.720.000
TL",3 + 1,110 m²,40 Yaşında,Kot 1,Ankara / Mamak / Abidinpaşa Mah.
"1.720.000
TL",2 + 1,115 m²,15 Yaşında,Zemin,Ankara / Mamak / General Zeki Doğan Mah.
"1.720.000
TL",3 + 1,115 m²,15 Yaşında,Kot 1,Ankara / Mamak / General Zeki Doğan Mah.
"1.720.000
TL",3 + 1,125 m²,23 Yaşında,3. Kat,Ankara / Sincan / Akşemsettin Mah.
"1.720.000
TL",3 + 1,130 m²,28 Yaşında,2. Kat,Ankara / Polatlı / Gazi Mah.
"1.720.000
TL",2 + 1,100 m²,15 Yaşında,Kot 2,Ankara / Mamak / Kartaltepe Mah.
"1.725.000
TL",3 + 1,125 m²,19 Yaşında,Kot 1,Ankara / Keçiören / İncirli Mah.
"1.725.000
TL",3 + 1,100 m²,5 Yaşında,Yüksek Giriş,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.725.000
TL",2 + 1,90 m²,25 Yaşında,Ara Kat,Ankara / Yenimahalle / Yunus Emre Mah.
"1.725.000
TL",2 + 1,115 m²,16 Yaşında,1. Kat,Ankara / Altındağ / Beşikkaya Mah.
"1.725.000
TL",3 + 1,95 m²,10 Yaşında,Kot 1,Ankara / Keçiören / Osmangazi Mah.
"1.725.000
TL",2 + 1,85 m²,35 Yaşında,2. Kat,Ankara / Mamak / Abidinpaşa Mah.
"1.725.000
TL",2 + 1,125 m²,15 Yaşında,1. Kat,Ankara / Altındağ / Beşikkaya Mah.
"1.725.000
TL",1 + 1,72 m²,7 Yaşında,,Ankara / Gölbaşı / Dikilitaş Mah.
"1.725.000
TL",2 + 1,85 m²,11 Yaşında,1. Kat,Ankara / Altındağ / Beşikkaya Mah.
"1.725.000
TL",3 + 1,95 m²,30 Yaşında,7. Kat,Ankara / Çankaya / Erzurum Mah.
"1.725.000
TL",3 + 1,110 m²,35 Yaşında,Kot 1,Ankara / Mamak / Şafaktepe Mah.
"1.729.000
TL",3 + 1,120 m²,25 Yaşında,Yüksek Giriş,Ankara / Mamak / Mutlu Mah.
"1.729.000
TL",2 + 1,100 m²,30 Yaşında,Yüksek Giriş,Ankara / Keçiören / Çiçekli Mah.
"1.729.000
TL",3 + 1,130 m²,15 Yaşında,1. Kat,Ankara / Pursaklar / Mimar Sinan Mah.
"1.730.000
TL",2 + 1,110 m²,20 Yaşında,Yüksek Giriş,Ankara / Keçiören / Kamil Ocak Mah.
"1.730.000
TL",3 + 1,100 m²,30 Yaşında,Giriş Katı,Ankara / Yenimahalle / Demetevler Mah.
"1.730.000
TL",2 + 1,115 m²,12 Yaşında,Giriş Katı,Ankara / Altındağ / Battalgazi Mah.
"1.730.000
TL",2 + 1,90 m²,30 Yaşında,Kot 1,Ankara / Yenimahalle / Yunus Emre Mah.
"1.730.000
TL",2 + 1,90 m²,30 Yaşında,Kot 1,Ankara / Yenimahalle / Yunus Emre Mah.
"1.730.000
TL",3 + 1,110 m²,16 Yaşında,Bahçe Katı,Ankara / Sincan / Plevne Mah.
"1.730.000
TL",2 + 1,110 m²,18 Yaşında,Kot 1,Ankara / Etimesgut / Süvari Mah.
"1.730.000
TL",1 + 1,65 m²,Sıfır Bina,12. Kat,Ankara / Çubuk / Yenice Mah.
"1.735.000
TL",1 + 1,44 m²,Sıfır Bina,7. Kat,Ankara / Çubuk / Yenice Mah.
"1.735.000
TL",2 + 1,95 m²,9 Yaşında,1. Kat,Ankara / Mamak / Zirvekent Mah.
"1.735.000
TL",2 + 1,90 m²,5 Yaşında,Giriş Katı,Ankara / Altındağ / Karapürçek Mah.
"1.739.000
TL",2 + 1,85 m²,17 Yaşında,Kot 2,Ankara / Etimesgut / Elvan Mah.
"1.739.000
TL",2 + 1,110 m²,2 Yaşında,1. Kat,Ankara / Mamak / Şahap Gürler Mah.
"1.740.000
TL",2 + 1,95 m²,10 Yaşında,4. Kat,Ankara / Mamak / Zirvekent Mah.
"1.740.000
TL",2 + 1,155 m²,40 Yaşında,3. Kat,Ankara / Çankaya / Arka Topraklık Mah.
"1.740.000
TL",2 + 1,105 m²,14 Yaşında,Kot 2,Ankara / Etimesgut / Elvan Mah.
"1.740.000
TL",3 + 1,100 m²,26 Yaşında,Ara Kat,Ankara / Mamak / Aşık Veysel Mah.
"1.740.000
TL",2 + 1,90 m²,10 Yaşında,Kot 2,Ankara / Mamak / Durali Alıç Mah.
"1.740.000
TL",2 + 1,95 m²,28 Yaşında,Kot 2,Ankara / Keçiören / İncirli Mah.
"1.740.000
TL",3 + 1,110 m²,10 Yaşında,Yüksek Giriş,Ankara / Altındağ / Beşikkaya Mah.
"1.740.000
TL",3 + 1,120 m²,5 Yaşında,Kot 1,Ankara / Mamak / Türközü Mah.
"1.740.000
TL",2 + 1,90 m²,22 Yaşında,Bahçe Katı,Ankara / Yenimahalle / Esentepe Mah.
"1.740.000
TL",3 + 1,130 m²,25 Yaşında,4. Kat,Ankara / Sincan / Atatürk Mah.
"1.740.000
TL",3 + 1,105 m²,31 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Ergenekon Mah.
"1.745.000
TL",2 + 1,125 m²,Sıfır Bina,Yüksek Giriş,Ankara / Akyurt / Yıldırım Mah.
"1.745.000
TL",2 + 1,90 m²,10 Yaşında,Kot 2,Ankara / Keçiören / Yükseltepe Mah.
"1.745.000
TL",3 + 1,110 m²,35 Yaşında,Kot 2,Ankara / Mamak / Balkiraz Mah.
"1.749.000
TL",3 + 1,115 m²,21 Yaşında,1. Kat,Ankara / Sincan / Atatürk Mah.
"1.749.000
TL",2 + 1,90 m²,11 Yaşında,Bahçe Katı,Ankara / Sincan / Malazgirt Mah.
"1.749.000
TL",2 + 1,100 m²,20 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Burç Mah.
"1.749.000
TL",3 + 1,115 m²,32 Yaşında,4. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.749.000
TL",2 + 1,110 m²,30 Yaşında,Kot 2,Ankara / Keçiören / İncirli Mah.
"1.749.000
TL",3 + 1,85 m²,15 Yaşında,Giriş Katı,Ankara / Altındağ / Battalgazi Mah.
"1.749.000
TL",2 + 1,78 m²,Sıfır Bina,Giriş Katı,Ankara / Altındağ / Başpınar Mah.
"1.749.000
TL",3 + 1,110 m²,15 Yaşında,Kot 2,Ankara / Keçiören / Atapark Mah.
"1.749.000
TL",3 + 1,115 m²,28 Yaşında,1. Kat,Ankara / Sincan / Atatürk Mah.
"1.749.000
TL",2 + 1,110 m²,5 Yaşında,Kot 1,Ankara / Keçiören / Atapark Mah.
"1.749.000
TL",3 + 1,130 m²,21 Yaşında,3. Kat,Ankara / Sincan / İstasyon Mah.
"1.749.000
TL",3 + 1,128 m²,21 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.749.000
TL",2 + 1,100 m²,25 Yaşında,1. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.749.000
TL",2 + 1,100 m²,Sıfır Bina,Yüksek Giriş,Ankara / Sincan / Fevzi Çakmak Mah.
"1.749.000
TL",2 + 1,100 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Mareşal Çakmak Mah.
"1.749.000
TL",3 + 1,120 m²,20 Yaşında,3. Kat,Ankara / Sincan / İstasyon Mah.
"1.749.000
TL",3 + 1,120 m²,25 Yaşında,3. Kat,Ankara / Sincan / İstasyon Mah.
"1.749.000
TL",3 + 1,110 m²,21 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Ergenekon Mah.
"1.750.000
TL",3 + 1,125 m²,11 Yaşında,Kot 1,Ankara / Keçiören / Sancaktepe Mah.
"1.750.000
TL",2 + 1,85 m²,15 Yaşında,Yüksek Giriş,Ankara / Etimesgut / Süvari Mah.
"1.750.000
TL",2 + 1,85 m²,20 Yaşında,Kot 1,Ankara / Keçiören / Ayvalı Mah.
"1.750.000
TL",3 + 1,100 m²,22 Yaşında,Giriş Katı,Ankara / Yenimahalle / Özevler Mah.
"1.750.000
TL",3 + 1,110 m²,25 Yaşında,En Üst Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.750.000
TL",2 + 1,75 m²,40 Yaşında,Yüksek Giriş,Ankara / Altındağ / Aydınlıkevler Mah.
"1.750.000
TL",2 + 1,105 m²,30 Yaşında,Kot 2,Ankara / Mamak / Şafaktepe Mah.
"1.750.000
TL",3 + 1,115 m²,35 Yaşında,Kot 1,Ankara / Keçiören / Emrah Mah.
"1.750.000
TL",3 + 1,120 m²,25 Yaşında,2. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.750.000
TL",2 + 1,115 m²,24 Yaşında,3. Kat,Ankara / Keçiören / Kanuni Mah.
"1.750.000
TL",2 + 1,85 m²,42 Yaşında,Yüksek Giriş,Ankara / Mamak / Aşık Veysel Mah.
"1.750.000
TL",3 + 1,230 m²,25 Yaşında,Kot 2,Ankara / Polatlı / Gazi Mah.
"1.750.000
TL",1 + 1,65 m²,Sıfır Bina,3. Kat,Ankara / Polatlı / İstiklal Mah.
"1.750.000
TL",1 + 1,70 m²,24 Yaşında,Kot 2,Ankara / Çankaya / Kızılay Mah.
"1.750.000
TL",2 + 1,100 m²,26 Yaşında,1. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.750.000
TL",3 + 1,130 m²,25 Yaşında,Ara Kat,Ankara / Polatlı / Gazi Mah.
"1.750.000
TL",4 + 1,140 m²,25 Yaşında,Zemin,Ankara / Keçiören / İncirli Mah.
"1.750.000
TL",3 + 1,120 m²,7 Yaşında,3. Kat,Ankara / Sincan / Hürriyet Mah.
"1.750.000
TL",Stüdyo,60 m²,Sıfır Bina,Yüksek Giriş,Ankara / Etimesgut / Elvan Mah.
"1.750.000
TL",3 + 1,125 m²,25 Yaşında,7. Kat,Ankara / Yenimahalle / Demetevler Mah.
"1.750.000
TL",2 + 1,75 m²,50 Yaşında,Ara Kat,Ankara / Altındağ / Örnek Mah.
"1.750.000
TL",3 + 1,120 m²,25 Yaşında,En Üst Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.750.000
TL",2 + 1,85 m²,31 Yaşında,2. Kat,Ankara / Yenimahalle / Yeşilevler Mah.
"1.750.000
TL",2 + 1,90 m²,20 Yaşında,Giriş Katı,Ankara / Keçiören / Çaldıran Mah.
"1.750.000
TL",2 + 1,110 m²,15 Yaşında,Giriş Katı,Ankara / Altındağ / Karapürçek Mah.
"1.750.000
TL",1 + 1,50 m²,Sıfır Bina,Yüksek Giriş,Ankara / Çubuk / Yenice Mah.
"1.750.000
TL",2 + 1,75 m²,15 Yaşında,Kot 2,Ankara / Gölbaşı / Şafak Mah.
"1.750.000
TL",1 + 1,115 m²,15 Yaşında,Yüksek Giriş,Ankara / Etimesgut / Elvan Mah.
"1.750.000
TL",1 + 1,60 m²,Sıfır Bina,3. Kat,Ankara / Akyurt / Saracalar Mah.
"1.750.000
TL",1 + 1,70 m²,15 Yaşında,Giriş Katı,Ankara / Çankaya / Topraklık Mah.
"1.750.000
TL",3 + 1,100 m²,25 Yaşında,3. Kat,Ankara / Mamak / Demirlibahçe Mah.
"1.750.000
TL",2 + 1,90 m²,Sıfır Bina,Giriş Katı,Ankara / Mamak / Kıbrısköy Mah.
"1.750.000
TL",1 + 1,62 m²,Sıfır Bina,5. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.750.000
TL",3 + 1,110 m²,10 Yaşında,Kot 1,Ankara / Mamak / General Zeki Doğan Mah.
"1.750.000
TL",3 + 1,120 m²,20 Yaşında,3. Kat,Ankara / Mamak / General Zeki Doğan Mah.
"1.750.000
TL",3 + 1,135 m²,20 Yaşında,1. Kat,Ankara / Çubuk / Cumhuriyet Mah.
"1.750.000
TL",2 + 1,195 m²,20 Yaşında,En Üst Kat,Ankara / Altındağ / Doğantepe Mah.
"1.750.000
TL",2 + 1,85 m²,25 Yaşında,Yüksek Giriş,Ankara / Etimesgut / 30 Ağustos Mah.
"1.750.000
TL",3 + 1,125 m²,22 Yaşında,Kot 1,Ankara / Keçiören / 23 Nisan Mah.
"1.750.000
TL",2 + 1,90 m²,8 Yaşında,2. Kat,Ankara / Mamak / Zirvekent Mah.
"1.750.000
TL",2 + 1,167 m²,25 Yaşında,,Ankara / Polatlı / Şentepe Mah.
"1.750.000
TL",3 + 1,110 m²,10 Yaşında,Kot 1,Ankara / Mamak / General Zeki Doğan Mah.
"1.750.000
TL",3 + 1,120 m²,28 Yaşında,Giriş Katı,Ankara / Yenimahalle / Özevler Mah.
"1.750.000
TL",3 + 1,115 m²,35 Yaşında,2. Kat,Ankara / Altındağ / Örnek Mah.
"1.750.000
TL",1 + 1,50 m²,Sıfır Bina,Ara Kat,Ankara / Çubuk / Yenice Mah.
"1.750.000
TL",3 + 1,130 m²,20 Yaşında,3. Kat,Ankara / Çubuk / Yavuzselim Mah.
"1.750.000
TL",2 + 1,90 m²,6 Yaşında,Kot 2,Ankara / Mamak / Durali Alıç Mah.
"1.750.000
TL",3 + 1,100 m²,11 Yaşında,Yüksek Giriş,Ankara / Keçiören / Karakaya Mah.
"1.750.000
TL",2 + 1,110 m²,7 Yaşında,Kot 1,Ankara / Keçiören / Atapark Mah.
"1.750.000
TL",2 + 1,100 m²,11 Yaşında,Yüksek Giriş,Ankara / Mamak / Kayaş Mah.
"1.750.000
TL",3 + 1,105 m²,28 Yaşında,Giriş Katı,Ankara / Keçiören / Adnan Menderes Mah.
"1.750.000
TL",3 + 1,120 m²,25 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Yeşilevler Mah.
"1.750.000
TL",2 + 1,110 m²,26 Yaşında,2. Kat,Ankara / Mamak / Akdere Mah.
"1.750.000
TL",3 + 1,110 m²,19 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.750.000
TL",2 + 1,85 m²,5 Yaşında,Giriş Katı,Ankara / Mamak / Tuzluçayır Mah.
"1.750.000
TL",3 + 1,140 m²,20 Yaşında,Ara Kat,Ankara / Polatlı / Kurtuluş Mah.
"1.750.000
TL",2 + 1,90 m²,30 Yaşında,Kot 1,Ankara / Keçiören / Şenlik Mah.
"1.750.000
TL",3 + 1,105 m²,25 Yaşında,Yüksek Giriş,Ankara / Keçiören / Çaldıran Mah.
"1.750.000
TL",2 + 1,90 m²,20 Yaşında,Kot 1,Ankara / Yenimahalle / Yunus Emre Mah.
"1.750.000
TL",1 + 1,55 m²,Sıfır Bina,3. Kat,Ankara / Pursaklar / Fatih Mah.
"1.750.000
TL",2 + 1,105 m²,20 Yaşında,5. Kat,Ankara / Pursaklar / Fatih Mah.
"1.750.000
TL",3 + 1,130 m²,10 Yaşında,1. Kat,Ankara / Keçiören / Yayla Mah.
"1.750.000
TL",2 + 1,75 m²,40 Yaşında,Kot 1,Ankara / Keçiören / Şenlik Mah.
"1.750.000
TL",3 + 1,145 m²,20 Yaşında,Yüksek Giriş,Ankara / Polatlı / Kurtuluş Mah.
"1.750.000
TL",1 + 1,70 m²,Sıfır Bina,5. Kat,Ankara / Polatlı / İstiklal Mah.
"1.750.000
TL",1 + 1,65 m²,1 Yaşında,1. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.750.000
TL",3 + 1,95 m²,35 Yaşında,Yüksek Giriş,Ankara / Mamak / Saimekadın Mah.
"1.750.000
TL",3 + 1,135 m²,16 Yaşında,1. Kat,Ankara / Polatlı / Şehitlik Mah.
"1.750.000
TL",2 + 1,80 m²,40 Yaşında,Kot 3,Ankara / Çankaya / Tınaztepe Mah.
"1.750.000
TL",1 + 1,75 m²,Sıfır Bina,Giriş Katı,Ankara / Altındağ / Beşikkaya Mah.
"1.750.000
TL",1 + 1,60 m²,Sıfır Bina,6. Kat,Ankara / Pursaklar / Saray Cumhuriyet Mah.
"1.750.000
TL",3 + 1,120 m²,30 Yaşında,Bahçe Katı,Ankara / Polatlı / Şehitlik Mah.
"1.750.000
TL",3 + 1,140 m²,15 Yaşında,En Üst Kat,Ankara / Sincan / Hürriyet Mah.
"1.750.000
TL",2 + 1,90 m²,45 Yaşında,3. Kat,Ankara / Altındağ / Örnek Mah.
"1.750.000
TL",4 + 1,170 m²,25 Yaşında,Ara Kat,Ankara / Polatlı / İstiklal Mah.
"1.750.000
TL",2 + 1,97 m²,40 Yaşında,Kot 3,Ankara / Çankaya / Seyranbağları Mah.
"1.750.000
TL",3 + 1,110 m²,8 Yaşında,Kot 1,Ankara / Mamak / Yeşilbayır Mah.
"1.750.000
TL",3 + 1,120 m²,40 Yaşında,En Üst Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.750.000
TL",2 + 1,95 m²,25 Yaşında,1. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.750.000
TL",3 + 1,165 m²,10 Yaşında,Bahçe Katı,Ankara / Polatlı / Zafer Mah.
"1.750.000
TL",3 + 1,115 m²,31 Yaşında,4. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.750.000
TL",2 + 1,75 m²,20 Yaşında,Kot 1,Ankara / Keçiören / 19 Mayıs Mah.
"1.750.000
TL",2 + 1,90 m²,31 Yaşında,Zemin,Ankara / Yenimahalle / Ragıp Tüzün Mah.
"1.750.000
TL",2 + 1,90 m²,35 Yaşında,Bahçe Katı,Ankara / Çankaya / Doğuş Mah.
"1.750.000
TL",2 + 1,350 m²,Sıfır Bina,Giriş Katı,Ankara / Sincan / Mülk Mah.
"1.750.000
TL",2 + 1,90 m²,30 Yaşında,Kot 1,Ankara / Keçiören / Şenlik Mah.
"1.750.000
TL",2 + 1,70 m²,1 Yaşında,1. Kat,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.750.000
TL",2 + 1,100 m²,45 Yaşında,3. Kat,Ankara / Altındağ / Örnek Mah.
"1.750.000
TL",3 + 1,120 m²,20 Yaşında,Bahçe Katı,Ankara / Sincan / Yunus Emre Mah.
"1.750.000
TL",1 + 1,80 m²,5 Yaşında,En Üst Kat,Ankara / Polatlı / İstiklal Mah.
"1.750.000
TL",3 + 1,135 m²,25 Yaşında,1. Kat,Ankara / Çubuk / Cumhuriyet Mah.
"1.750.000
TL",3 + 1,120 m²,20 Yaşında,Kot 1,Ankara / Keçiören / 23 Nisan Mah.
"1.750.000
TL",2 + 1,100 m²,12 Yaşında,Kot 2,Ankara / Gölbaşı / Şafak Mah.
"1.750.000
TL",3 + 1,145 m²,17 Yaşında,Bahçe Katı,Ankara / Polatlı / Şehitlik Mah.
"1.750.000
TL",1 + 1,57 m²,1 Yaşında,1. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.750.000
TL",2 + 1,85 m²,31 Yaşında,2. Kat,Ankara / Yenimahalle / Yeşilevler Mah.
"1.750.000
TL",2 + 1,95 m²,15 Yaşında,Bahçe Katı,Ankara / Etimesgut / Kazım Karabekir Mah.
"1.750.000
TL",3 + 1,120 m²,10 Yaşında,Kot 1,Ankara / Altındağ / Battalgazi Mah.
"1.750.000
TL",3 + 1,100 m²,30 Yaşında,Yüksek Giriş,Ankara / Mamak / Ekin Mah.
"1.750.000
TL",2 + 1,85 m²,25 Yaşında,Yüksek Giriş,Ankara / Etimesgut / Kazım Karabekir Mah.
"1.750.000
TL",2 + 1,90 m²,28 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.750.000
TL",3 + 1,130 m²,34 Yaşında,4. Kat,Ankara / Yenimahalle / Demetlale Mah.
"1.750.000
TL",3 + 1,140 m²,10 Yaşında,Bahçe Katı,Ankara / Polatlı / Zafer Mah.
"1.750.000
TL",2 + 1,100 m²,15 Yaşında,Kot 1,Ankara / Etimesgut / Süvari Mah.
"1.750.000
TL",2 + 1,80 m²,Sıfır Bina,,Ankara / Gölbaşı / Velihimmetli Mah.
"1.750.000
TL",3 + 1,145 m²,20 Yaşında,Kot 1,Ankara / Keçiören / Bağlarbaşı Mah.
"1.750.000
TL",3 + 1,135 m²,25 Yaşında,3. Kat,Ankara / Polatlı / Yeni Mah.
"1.750.000
TL",3 + 1,135 m²,26 Yaşında,3. Kat,Ankara / Polatlı / Şehitlik Mah.
"1.750.000
TL",3 + 1,125 m²,24 Yaşında,7. Kat,Ankara / Altındağ / Kale Mah.
"1.750.000
TL",2 + 1,100 m²,25 Yaşında,Giriş Katı,Ankara / Mamak / Abidinpaşa Mah.
"1.750.000
TL",2 + 1,110 m²,Sıfır Bina,,Ankara / Polatlı / Olukpınar Mah.
"1.750.000
TL",3 + 1,149 m²,Sıfır Bina,Giriş Katı,Ankara / Sincan / Alcı Mah.
"1.750.000
TL",3 + 1,120 m²,20 Yaşında,1. Kat,Ankara / Pursaklar / Merkez Mah.
"1.750.000
TL",2 + 1,110 m²,6 Yaşında,11. Kat,Ankara / Polatlı / İstiklal Mah.
"1.750.000
TL",3 + 0,60 m²,Sıfır Bina,,Ankara / Akyurt / Yıldırım Mah.
"1.750.000
TL",2 + 0,130 m²,10 Yaşında,Kot 1,Ankara / Mamak / Küçük Kayaş Mah.
"1.750.000
TL",2 + 1,90 m²,35 Yaşında,4. Kat,Ankara / Yenimahalle / Karşıyaka Mah.
"1.750.000
TL",2 + 1,90 m²,30 Yaşında,Yüksek Giriş,Ankara / Mamak / Mutlu Mah.
"1.750.000
TL",3 + 1,110 m²,20 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.750.000
TL",Stüdyo,38 m²,39 Yaşında,3. Kat,Ankara / Çankaya / Meşrutiyet Mah.
"1.750.000
TL",2 + 1,65 m²,35 Yaşında,Zemin,Ankara / Çankaya / Ertuğrulgazi Mah.
"1.750.000
TL",3 + 1,90 m²,31 Yaşında,Ara Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.750.000
TL",2 + 1,125 m²,21 Yaşında,Bahçe Katı,Ankara / Beypazarı / Cumhuriyet Mah.
"1.750.000
TL",1 + 1,75 m²,20 Yaşında,Bahçe Katı,Ankara / Etimesgut / Şeker Mah.
"1.750.000
TL",3 + 1,165 m²,10 Yaşında,Bahçe Katı,Ankara / Polatlı / Zafer Mah.
"1.750.000
TL",1 + 1,70 m²,1 Yaşında,Kot 1,Ankara / Mamak / Mutlu Mah.
"1.750.000
TL",1 + 1,65 m²,1 Yaşında,En Üst Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.750.000
TL",2 + 1,90 m²,25 Yaşında,Yüksek Giriş,Ankara / Mamak / Mehtap Mah.
"1.750.000
TL",1 + 1,40 m²,Sıfır Bina,1. Kat,Ankara / Akyurt / Saracalar Mah.
"1.750.000
TL",2 + 1,95 m²,9 Yaşında,Kot 1,Ankara / Etimesgut / 30 Ağustos Mah.
"1.750.000
TL",2 + 1,90 m²,17 Yaşında,Kot 2,Ankara / Mamak / Durali Alıç Mah.
"1.750.000
TL",2 + 1,85 m²,45 Yaşında,Yüksek Giriş,Ankara / Altındağ / Aydınlıkevler Mah.
"1.750.000
TL",3 + 1,115 m²,25 Yaşında,Yüksek Giriş,Ankara / Mamak / Mehtap Mah.
"1.750.000
TL",3 + 1,125 m²,16 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.750.000
TL",2 + 1,90 m²,20 Yaşında,Giriş Katı,Ankara / Yenimahalle / Ergenekon Mah.
"1.750.000
TL",2 + 1,60 m²,Sıfır Bina,1. Kat,Ankara / Çubuk / Yenice Mah.
"1.750.000
TL",3 + 1,135 m²,16 Yaşında,Kot 1,Ankara / Mamak / Kutlu Mah.
"1.750.000
TL",3 + 1,125 m²,15 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.750.000
TL",3 + 1,120 m²,15 Yaşında,Kot 1,Ankara / Pursaklar / Mimar Sinan Mah.
"1.750.000
TL",3 + 1,105 m²,18 Yaşında,3. Kat,Ankara / Mamak / Bahçeleriçi Mah.
"1.750.000
TL",3 + 1,110 m²,23 Yaşında,En Üst Kat,Ankara / Mamak / Türközü Mah.
"1.750.000
TL",2 + 1,95 m²,21 Yaşında,2. Kat,Ankara / Yenimahalle / Çiğdemtepe Mah.
"1.750.000
TL",2 + 1,120 m²,14 Yaşında,Yüksek Giriş,Ankara / Sincan / Mareşal Çakmak Mah.
"1.750.000
TL",2 + 1,110 m²,2 Yaşında,Yüksek Giriş,Ankara / Gölbaşı / İkizce Mah.
"1.750.000
TL",3 + 1,125 m²,30 Yaşında,En Üst Kat,Ankara / Sincan / Gazi Osmanpaşa Mah.
"1.750.000
TL",3 + 1,125 m²,15 Yaşında,1. Kat,Ankara / Altındağ / Beşikkaya Mah.
"1.750.000
TL",3 + 1,100 m²,17 Yaşında,Kot 1,Ankara / Mamak / Bahçelerüstü Mah.
"1.750.000
TL",3 + 1,100 m²,30 Yaşında,3. Kat,Ankara / Sincan / İstasyon Mah.
"1.750.000
TL",2 + 1,75 m²,15 Yaşında,Giriş Katı,Ankara / Mamak / Küçük Kayaş Mah.
